pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-09-28,95.7,-2.15,5.21,"Weissert, Greg",678009,669711,field_out,hit_into_play,,,,,1,Parker Meadows flies out to left fielder Jarren Duran.,R,L,R,BOS,DET,X,7,fly_ball,0,0,2025,-0.71,0.93,-0.3958863601866894,3.0831759242025187,,700242,628451,2,9,Top,96.06,86.56,,,,,6.169368280680538,-139.26218378140433,-2.088523278268013,-10.601016561444927,31.025946983111513,-19.832497894868396,3.45,1.69,290,83.8,37,94.9,2370,5.8,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.67,0.01,0.009,0.0,1,0,0,3,74,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shade,Strategic,226,0.146,-0.282,69.0,7.1,,0.016,0.282,88.0,1,-1,0.854,0.146,30,25,30,26,1,4,2,1,4,2,1.56,0.71,-0.71,20.9,5.991833076526444,-1.3195115699922104,28.782516097782576,41.55920097933145,30.59980493377855
FF,2025-09-28,95.1,-1.91,5.1,"Weissert, Greg",668670,669711,strikeout,called_strike,,,,,6,Jake Rogers called out on strikes.,R,R,R,BOS,DET,S,2,,0,2,2025,-0.93,0.93,0.5675640364094413,2.593190193675988,,700242,628451,1,9,Top,,,,,,,8.617368400937558,-138.21778409901523,-3.0238254816711407,-13.845462611915966,30.454632663618444,-19.764496193057703,3.37247246892404,1.52611462578665,,,,95.6,2309,6.6,776151,657136,663993,666152,681987,686765,680776,678882,677800,53.86,,0.0,0.0,1,0,0,,73,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,229,0.086,-0.16,,,,,0.16,,1,-1,0.768,0.2319999999999999,30,30,30,30,1,3,2,9,4,9,1.59,0.93,0.93,20.5,,,,,
FF,2025-09-28,95.4,-1.99,5.22,"Weissert, Greg",668670,669711,,foul,,,,,2,,R,R,R,BOS,DET,S,,,0,2,2025,-0.85,1.14,0.0552799342826008,3.3014606319833577,,700242,628451,1,9,Top,,,,,,,7.213708588674408,-138.7409277883794,-1.9627131982007735,-12.545880303507936,30.045430965298255,-17.18839150262562,3.47,1.6,246,80.3,45,94.6,2314,5.8,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.75,,,,,,,,73,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,211,0.0,0.0,63.5,6.2,,,0.0,88.0,1,-1,0.768,0.2319999999999999,30,30,30,30,1,3,2,9,4,9,1.36,0.85,0.85,22.9,2.871130966319892,31.80504432391936,22.26652719176947,37.4788465063494,15.582717258511831
SL,2025-09-28,84.8,-2.33,4.72,"Weissert, Greg",668670,669711,,swinging_strike,,,,,5,,R,R,R,BOS,DET,S,,,0,1,2025,0.32,0.62,0.1421303049301188,2.594827865889654,,700242,628451,1,9,Top,,,,,,,5.156933629551965,-123.4596843184016,0.13444689070803,2.2258131854377163,24.45879977727978,-26.08897464264884,3.47,1.6,,,,85.0,2528,6.4,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.14,,,,,,,,73,2,Slider,4,3,3,4,3,4,3,4,Standard,Standard,106,0.036,-0.053,72.9,7.6,0.93328974,,0.053,,1,-1,0.732,0.268,30,30,30,30,1,3,2,9,4,9,2.55,-0.32,-0.32,12.3,13.785409646297436,4.081390131334638,32.41418072032472,38.011685371636815,27.083341019853364
SL,2025-09-28,85.3,-2.26,4.85,"Weissert, Greg",668670,669711,,called_strike,,,,,12,,R,R,R,BOS,DET,S,,,0,0,2025,0.52,0.41,0.9343367891384587,2.571055906232361,,700242,628451,1,9,Top,,,,,,,6.425252269924449,-124.20802717025109,0.0918554371584778,4.131948493624309,23.96619837281522,-28.18359055225439,3.39990019326744,1.58855135166743,,,,85.0,2548,5.9,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.55,,,,,,,,73,1,Slider,4,3,3,4,3,4,3,4,Standard,Standard,98,0.021,-0.033,,,,,0.033,,1,-1,0.711,0.289,30,30,30,30,1,3,2,9,4,9,2.71,-0.52,-0.52,15.8,,,,,
SI,2025-09-28,95.2,-2.38,4.77,"Weissert, Greg",628451,669711,single,hit_into_play,,,,,9,Andy Ibáñez singles on a ground ball to shortstop Nick Sogard. Trey Sweeney to 2nd.,R,R,R,BOS,DET,X,6,ground_ball,2,2,2025,-1.47,0.28,0.7365108700962384,1.984433703956037,,,700242,1,9,Top,125.97,138.51,,,,,11.400281851378022,-138.22811840961117,-2.256276872100106,-21.36001328874778,30.31566351873868,-28.30275045448625,3.14,1.5,10,92.1,-11,94.8,2148,6.1,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.37,0.184,0.171,0.9,1,1,0,2,72,7,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,243,-0.128,0.439,68.3,7.1,,0.206,-0.439,92.1,1,-1,0.839,0.161,30,32,30,32,1,3,2,1,4,9,2.25,1.47,1.47,12.2,3.4999583567710504,4.504043917155832,28.66605721306333,43.12921162377905,23.469591718173643
FF,2025-09-28,95.3,-2.01,5.17,"Weissert, Greg",628451,669711,,ball,,,,,12,,R,R,R,BOS,DET,B,,,1,2,2025,-0.78,1.11,1.050086183464611,2.502560153761925,,,700242,1,9,Top,,,,,,,9.738690527303136,-138.53847056172617,-3.862002135133803,-12.185896459814806,30.263747025484214,-17.158947426190572,3.14000211171179,1.5365731919177,,,,94.9,2435,6.1,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.42,,,,,,,,72,6,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,230,-0.015,0.044,,,,,-0.044,,1,-1,0.854,0.146,30,32,30,32,1,3,2,1,4,9,1.4,0.78,0.78,23.4,,,,,
SI,2025-09-28,95.0,-2.14,4.92,"Weissert, Greg",628451,669711,,foul,,,,,8,,R,R,R,BOS,DET,S,,,1,2,2025,-1.56,0.33,0.2526838089147143,1.8976540867191605,,,700242,1,9,Top,,,,,,,9.657154548960966,-137.98992289239118,-2.9399541539358927,-22.060931377949036,32.11149601739556,-27.47928632926078,3.14,1.5,1,68.4,-54,94.0,2175,5.9,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.61,,,,,,,,72,5,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,243,0.0,0.0,64.6,7.1,,,0.0,88.0,1,-1,0.854,0.146,30,32,30,32,1,3,2,1,4,9,2.21,1.56,1.56,14.1,4.168278490281021,9.519518918114352,32.26545956972199,38.00562152970952,18.33534624798653
FF,2025-09-28,95.5,-2.16,5.14,"Weissert, Greg",628451,669711,,foul,,,,,3,,R,R,R,BOS,DET,S,,,1,2,2025,-0.68,0.79,0.5780969151217076,3.0228500391117743,,,700242,1,9,Top,,,,,,,8.701991091929337,-138.84688518623108,-1.6984388632711522,-10.707816934734176,30.84915902493955,-21.8362192437079,3.14,1.5,208,79.1,58,95.1,2338,6.1,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.41,,,,,,,,72,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,226,0.0,0.0,65.8,6.5,,,0.0,88.0,1,-1,0.854,0.146,30,32,30,32,1,3,2,1,4,9,1.72,0.68,0.68,22.3,2.4658048514238864,11.347460768578635,22.617159354045295,41.591460775363714,18.08339109004418
FF,2025-09-28,94.9,-1.99,5.23,"Weissert, Greg",628451,669711,,ball,,,,,12,,R,R,R,BOS,DET,B,,,0,2,2025,-0.94,1.12,1.1942080311879857,2.9290269193865672,,,700242,1,9,Top,,,,,,,10.326716744213163,-137.86214693309535,-2.8295914860497984,-14.21216088901864,30.368940551577463,-17.485425740671143,3.09342291476231,1.56808755227944,,,,94.2,2413,5.9,776151,657136,663993,666152,681987,686765,680776,678882,677800,54.56,,,,,,,,72,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,229,-0.009,0.01,,,,,-0.01,,1,-1,0.863,0.137,30,32,30,32,1,3,2,1,4,9,1.42,0.94,0.94,23.2,,,,,
